2001-04-15	1
2001-06-15	2
2001-08-15	3
2001-09-15	6
2001-10-15	11
2001-11-15	16
2001-12-15	21
2002-01-15	23
2002-02-15	24
2002-03-15	27
2002-04-15	32
2002-05-15	38
2002-06-15	45
2002-07-15	51
2002-08-15	52
2002-08-29	55
2002-09-15	64
2002-10-15	69
2002-11-15	73
2002-12-15	77
2003-01-15	80
2003-02-15	82
2003-03-15	86
2003-04-15	91
2003-05-12	94
2003-05-15	101
2003-06-15	105
2003-07-15	118
2003-08-15	126
2003-08-26	129
2003-09-15	145
2003-10-15	159
2003-11-03	161
2003-11-15	170
2003-12-15	177
2004-01-15	187
2004-02-15	196
2004-02-23	197
2004-03-10	198
2004-03-15	237
2004-04-15	258
2004-05-12	259
2004-05-15	288
2004-06-15	298
2004-07-01	300
2004-07-15	309
2004-08-15	333
2004-09-15	356
2004-09-23	358
2004-10-15	395
2004-11-15	407
2004-12-15	425
2005-01-15	443
2005-01-21	444
2005-01-26	445
2005-02-15	454
2005-03-15	471
2005-03-22	473
2005-04-07	474
2005-04-15	485
2005-04-27	486
2005-05-15	509
2005-06-15	526
2005-07-15	531
2005-08-11	533
2005-08-15	548
2005-09-15	566
2005-10-15	589
2005-11-15	610
2005-12-15	616
2005-12-21	620
2006-01-15	623
2006-02-15	639
2006-02-16	641
2006-03-02	643
2006-03-10	644
2006-03-15	655
2006-04-15	661
2006-05-15	676
2006-06-15	689
2006-07-15	694
2006-08-15	703
2006-09-06	704
2006-09-11	705
2006-09-15	720
2006-09-19	721
2006-10-15	736
2006-11-13	737
2006-11-15	750
2006-12-07	752
2006-12-15	756
2007-01-15	775
2007-02-01	776
2007-02-09	777
2007-02-15	789
2007-03-15	807
2007-03-28	809
2007-04-09	810
2007-04-15	814
2007-05-09	816
2007-05-15	822
2007-06-15	829
2007-07-13	830
2007-07-15	843
2007-07-19	845
2007-08-03	846
2007-08-15	849
2007-09-15	863
2007-10-15	880
2007-10-31	882
2007-11-05	889
2007-11-15	896
2007-12-04	897
2007-12-15	910
2008-01-15	917
2008-02-15	930
2008-03-15	937
2008-03-28	940
2008-04-01	941
2008-04-07	942
2008-04-15	956
2008-04-16	959
2008-04-29	960
2008-05-08	967
2008-05-15	981
2008-06-15	990
2008-07-15	1002
2008-07-29	1003
2008-08-15	1014
2008-09-12	1015
2008-09-15	1022
2008-10-01	1024
2008-10-07	1025
2008-10-15	1035
2008-11-15	1042
2008-12-15	1053
2009-01-15	1064
2009-01-16	1067
2009-01-27	1068
2009-02-12	1072
2009-02-15	1085
2009-02-16	1088
2009-03-15	1097
2009-04-15	1101
2009-04-19	1102
2009-04-21	1104
2009-05-13	1110
2009-05-15	1112
2009-05-26	1113
2009-06-02	1115
2009-06-15	1121
2009-07-15	1143
2009-08-15	1149
2009-09-15	1155
2009-10-15	1158
2009-10-21	1160
2009-11-15	1173
2009-11-27	1174
2009-12-15	1179
2010-01-15	1187
2010-02-15	1190
2010-03-01	1191
2010-03-15	1197
2010-03-25	1199
2010-03-31	1201
2010-04-15	1209
2010-05-06	1210
2010-05-15	1219
2010-06-15	1229
2010-06-18	1231
2010-07-15	1237
2010-07-23	1238
2010-08-15	1243
2010-09-07	1244
2010-09-09	1245
2010-09-15	1259
2010-10-15	1264
2010-10-28	1266
2010-11-15	1281
2010-12-07	1282
2010-12-15	1297
2010-12-21	1298
2011-01-15	1310
2011-02-15	1320
2011-03-10	1321
2011-03-14	1333
2011-03-15	1339
2011-03-21	1342
2011-03-22	1343
2011-03-24	1346
2011-04-15	1351
2011-04-29	1355
2011-05-05	1356
2011-05-15	1368
2011-05-17	1370
2011-05-26	1372
2011-06-06	1375
2011-06-10	1376
2011-06-15	1386
2011-06-17	1388
2011-06-22	1393
2011-07-01	1394
2011-07-15	1400
2011-07-21	1403
2011-08-03	1405
2011-08-15	1408
2011-08-31	1411
2011-09-07	1412
2011-09-15	1415
2011-10-15	1417
2011-10-31	1422
2011-11-01	1423
2011-11-15	1436
2011-11-28	1437
2011-12-07	1439
2011-12-15	1447
2011-12-31	1448
2012-01-15	1453
2012-02-02	1454
2012-02-15	1466
2012-03-15	1475
2012-04-03	1476
2012-04-12	1477
2012-04-15	1482
2012-04-17	1484
2012-05-15	1498
2012-06-15	1504
2012-07-15	1507
2100-01-01	1517
